Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,value
US National,2 wk ahead,Bin,percent,11.8,11.9,0.000483347
US National,2 wk ahead,Bin,percent,11.9,12,0.000483347
US National,2 wk ahead,Bin,percent,12,12.1,0.000483347
US National,2 wk ahead,Bin,percent,12.1,12.2,0.000483347
US National,2 wk ahead,Bin,percent,12.2,12.3,0.000483347
US National,2 wk ahead,Bin,percent,12.3,12.4,0.000483347
US National,2 wk ahead,Bin,percent,12.4,12.5,0.000483347
US National,2 wk ahead,Bin,percent,12.5,12.6,0.000483347
US National,2 wk ahead,Bin,percent,12.6,12.7,0.000483347
US National,2 wk ahead,Bin,percent,12.7,12.8,0.000483347
US National,2 wk ahead,Bin,percent,12.8,12.9,0.000483347
US National,2 wk ahead,Bin,percent,12.9,13,0.000483347
US National,2 wk ahead,Bin,percent,13,100,0.000395768
US National,3 wk ahead,Point,percent,NA,NA,2.642271429
US National,3 wk ahead,Bin,percent,0,0.1,0.000309056
US National,3 wk ahead,Bin,percent,0.1,0.2,0.000311032
US National,3 wk ahead,Bin,percent,0.2,0.3,0.000315204
US National,3 wk ahead,Bin,percent,0.3,0.4,0.000323985
US National,3 wk ahead,Bin,percent,0.4,0.5,0.000342341
US National,3 wk ahead,Bin,percent,0.5,0.6,0.000380282
US National,3 wk ahead,Bin,percent,0.6,0.7,0.000457406
US National,3 wk ahead,Bin,percent,0.7,0.8,0.000610632
US National,3 wk ahead,Bin,percent,0.8,0.9,0.000906011
US National,3 wk ahead,Bin,percent,0.9,1,0.001453889
US National,3 wk ahead,Bin,percent,1,1.1,0.00242235
US National,3 wk ahead,Bin,percent,1.1,1.2,0.004414185
US National,3 wk ahead,Bin,percent,1.2,1.3,0.012907507
US National,3 wk ahead,Bin,percent,1.3,1.4,0.023838938
US National,3 wk ahead,Bin,percent,1.4,1.5,0.035970408
US National,3 wk ahead,Bin,percent,1.5,1.6,0.058398796
US National,3 wk ahead,Bin,percent,1.6,1.7,0.076294793
US National,3 wk ahead,Bin,percent,1.7,1.8,0.099748781
US National,3 wk ahead,Bin,percent,1.8,1.9,0.103971127
US National,3 wk ahead,Bin,percent,1.9,2,0.089210049
US National,3 wk ahead,Bin,percent,2,2.1,0.073754351
US National,3 wk ahead,Bin,percent,2.1,2.2,0.055201476
US National,3 wk ahead,Bin,percent,2.2,2.3,0.047663669
US National,3 wk ahead,Bin,percent,2.3,2.4,0.025144735
US National,3 wk ahead,Bin,percent,2.4,2.5,0.018222658
US National,3 wk ahead,Bin,percent,2.5,2.6,0.011978874
US National,3 wk ahead,Bin,percent,2.6,2.7,0.009496952
US National,3 wk ahead,Bin,percent,2.7,2.8,0.011472299
US National,3 wk ahead,Bin,percent,2.8,2.9,0.005559773
US National,3 wk ahead,Bin,percent,2.9,3,0.008054108
US National,3 wk ahead,Bin,percent,3,3.1,0.007810506
US National,3 wk ahead,Bin,percent,3.1,3.2,0.005282991
US National,3 wk ahead,Bin,percent,3.2,3.3,0.015763844
US National,3 wk ahead,Bin,percent,3.3,3.4,0.00400234
US National,3 wk ahead,Bin,percent,3.4,3.5,0.007672394
US National,3 wk ahead,Bin,percent,3.5,3.6,0.007668347
US National,3 wk ahead,Bin,percent,3.6,3.7,0.010119002
US National,3 wk ahead,Bin,percent,3.7,3.8,0.016249237
US National,3 wk ahead,Bin,percent,3.8,3.9,0.012569948
US National,3 wk ahead,Bin,percent,3.9,4,0.000307457
US National,3 wk ahead,Bin,percent,4,4.1,0.013182786
US National,3 wk ahead,Bin,percent,4.1,4.2,0.00030731
US National,3 wk ahead,Bin,percent,4.2,4.3,0.014409001
US National,3 wk ahead,Bin,percent,4.3,4.4,0.010730418
US National,3 wk ahead,Bin,percent,4.4,4.5,0.016248412
US National,3 wk ahead,Bin,percent,4.5,4.6,0.01870098
US National,3 wk ahead,Bin,percent,4.6,4.7,0.000307265
US National,3 wk ahead,Bin,percent,4.7,4.8,0.021153264
US National,3 wk ahead,Bin,percent,4.8,4.9,0.000307263
US National,3 wk ahead,Bin,percent,4.9,5,0.00950412
US National,3 wk ahead,Bin,percent,5,5.1,0.00398612
US National,3 wk ahead,Bin,percent,5.1,5.2,0.000307263
US National,3 wk ahead,Bin,percent,5.2,5.3,0.000307263
US National,3 wk ahead,Bin,percent,5.3,5.4,0.000307263
US National,3 wk ahead,Bin,percent,5.4,5.5,0.000307263
US National,3 wk ahead,Bin,percent,5.5,5.6,0.000307263
US National,3 wk ahead,Bin,percent,5.6,5.7,0.000307263
US National,3 wk ahead,Bin,percent,5.7,5.8,0.000307263
US National,3 wk ahead,Bin,percent,5.8,5.9,0.000307263
US National,3 wk ahead,Bin,percent,5.9,6,0.000307263
US National,3 wk ahead,Bin,percent,6,6.1,0.000307263
US National,3 wk ahead,Bin,percent,6.1,6.2,0.000307263
US National,3 wk ahead,Bin,percent,6.2,6.3,0.000307263
US National,3 wk ahead,Bin,percent,6.3,6.4,0.000307263
US National,3 wk ahead,Bin,percent,6.4,6.5,0.000307263
US National,3 wk ahead,Bin,percent,6.5,6.6,0.000307263
US National,3 wk ahead,Bin,percent,6.6,6.7,0.000307263
US National,3 wk ahead,Bin,percent,6.7,6.8,0.000307263
US National,3 wk ahead,Bin,percent,6.8,6.9,0.000307263
US National,3 wk ahead,Bin,percent,6.9,7,0.000307263
US National,3 wk ahead,Bin,percent,7,7.1,0.000307263
US National,3 wk ahead,Bin,percent,7.1,7.2,0.000307263
US National,3 wk ahead,Bin,percent,7.2,7.3,0.000307263
US National,3 wk ahead,Bin,percent,7.3,7.4,0.000307263
US National,3 wk ahead,Bin,percent,7.4,7.5,0.000307263
US National,3 wk ahead,Bin,percent,7.5,7.6,0.000307263
US National,3 wk ahead,Bin,percent,7.6,7.7,0.000307263
US National,3 wk ahead,Bin,percent,7.7,7.8,0.000307263
US National,3 wk ahead,Bin,percent,7.8,7.9,0.000307263
US National,3 wk ahead,Bin,percent,7.9,8,0.000307263
US National,3 wk ahead,Bin,percent,8,8.1,0.000307263
US National,3 wk ahead,Bin,percent,8.1,8.2,0.000307263
US National,3 wk ahead,Bin,percent,8.2,8.3,0.000307263
US National,3 wk ahead,Bin,percent,8.3,8.4,0.000307263
US National,3 wk ahead,Bin,percent,8.4,8.5,0.000307263
US National,3 wk ahead,Bin,percent,8.5,8.6,0.000307263
US National,3 wk ahead,Bin,percent,8.6,8.7,0.000307263
US National,3 wk ahead,Bin,percent,8.7,8.8,0.000307263
US National,3 wk ahead,Bin,percent,8.8,8.9,0.000307263
US National,3 wk ahead,Bin,percent,8.9,9,0.000307263
US National,3 wk ahead,Bin,percent,9,9.1,0.000307263
US National,3 wk ahead,Bin,percent,9.1,9.2,0.000307263
US National,3 wk ahead,Bin,percent,9.2,9.3,0.000307263
US National,3 wk ahead,Bin,percent,9.3,9.4,0.000307263
US National,3 wk ahead,Bin,percent,9.4,9.5,0.000307263
US National,3 wk ahead,Bin,percent,9.5,9.6,0.000307263
US National,3 wk ahead,Bin,percent,9.6,9.7,0.000307263
US National,3 wk ahead,Bin,percent,9.7,9.8,0.000307263
US National,3 wk ahead,Bin,percent,9.8,9.9,0.000307263
US National,3 wk ahead,Bin,percent,9.9,10,0.000307263
US National,3 wk ahead,Bin,percent,10,10.1,0.000307263
US National,3 wk ahead,Bin,percent,10.1,10.2,0.000307263
US National,3 wk ahead,Bin,percent,10.2,10.3,0.000307263
US National,3 wk ahead,Bin,percent,10.3,10.4,0.000307263
US National,3 wk ahead,Bin,percent,10.4,10.5,0.000307263
US National,3 wk ahead,Bin,percent,10.5,10.6,0.000307263
US National,3 wk ahead,Bin,percent,10.6,10.7,0.000307263
US National,3 wk ahead,Bin,percent,10.7,10.8,0.000307263
US National,3 wk ahead,Bin,percent,10.8,10.9,0.000307263
US National,3 wk ahead,Bin,percent,10.9,11,0.000307263
US National,3 wk ahead,Bin,percent,11,11.1,0.000307263
US National,3 wk ahead,Bin,percent,11.1,11.2,0.000307263
US National,3 wk ahead,Bin,percent,11.2,11.3,0.000307263
US National,3 wk ahead,Bin,percent,11.3,11.4,0.000307263
US National,3 wk ahead,Bin,percent,11.4,11.5,0.000307263
US National,3 wk ahead,Bin,percent,11.5,11.6,0.000307263
US National,3 wk ahead,Bin,percent,11.6,11.7,0.000307263
US National,3 wk ahead,Bin,percent,11.7,11.8,0.000307263
US National,3 wk ahead,Bin,percent,11.8,11.9,0.000307263
US National,3 wk ahead,Bin,percent,11.9,12,0.000307263
US National,3 wk ahead,Bin,percent,12,12.1,0.000307263
US National,3 wk ahead,Bin,percent,12.1,12.2,0.000307263
US National,3 wk ahead,Bin,percent,12.2,12.3,0.000307263
US National,3 wk ahead,Bin,percent,12.3,12.4,0.000307263
US National,3 wk ahead,Bin,percent,12.4,12.5,0.000307263
US National,3 wk ahead,Bin,percent,12.5,12.6,0.000307263
US National,3 wk ahead,Bin,percent,12.6,12.7,0.000307263
US National,3 wk ahead,Bin,percent,12.7,12.8,0.000307263
US National,3 wk ahead,Bin,percent,12.8,12.9,0.000307263
US National,3 wk ahead,Bin,percent,12.9,13,0.000307263
US National,3 wk ahead,Bin,percent,13,100,0.000307549
US National,4 wk ahead,Point,percent,NA,NA,2.248639343
US National,4 wk ahead,Bin,percent,0,0.1,0.000380608
US National,4 wk ahead,Bin,percent,0.1,0.2,0.000382968
US National,4 wk ahead,Bin,percent,0.2,0.3,0.000386728
US National,4 wk ahead,Bin,percent,0.3,0.4,0.000394725
US National,4 wk ahead,Bin,percent,0.4,0.5,0.000410115
US National,4 wk ahead,Bin,percent,0.5,0.6,0.000547507
US National,4 wk ahead,Bin,percent,0.6,0.7,0.000914917
US National,4 wk ahead,Bin,percent,0.7,0.8,0.001599702
US National,4 wk ahead,Bin,percent,0.8,0.9,0.002778139
US National,4 wk ahead,Bin,percent,0.9,1,0.004665266
US National,4 wk ahead,Bin,percent,1,1.1,0.007507369
US National,4 wk ahead,Bin,percent,1.1,1.2,0.012913681
US National,4 wk ahead,Bin,percent,1.2,1.3,0.019605392
US National,4 wk ahead,Bin,percent,1.3,1.4,0.028725117
US National,4 wk ahead,Bin,percent,1.4,1.5,0.039514061
US National,4 wk ahead,Bin,percent,1.5,1.6,0.055965293
US National,4 wk ahead,Bin,percent,1.6,1.7,0.070321064
US National,4 wk ahead,Bin,percent,1.7,1.8,0.08284105
US National,4 wk ahead,Bin,percent,1.8,1.9,0.089933288
US National,4 wk ahead,Bin,percent,1.9,2,0.080309509
US National,4 wk ahead,Bin,percent,2,2.1,0.074934146
US National,4 wk ahead,Bin,percent,2.1,2.2,0.064408124
US National,4 wk ahead,Bin,percent,2.2,2.3,0.054922768
US National,4 wk ahead,Bin,percent,2.3,2.4,0.035763473
US National,4 wk ahead,Bin,percent,2.4,2.5,0.025102452
US National,4 wk ahead,Bin,percent,2.5,2.6,0.019900065
US National,4 wk ahead,Bin,percent,2.6,2.7,0.015031376
US National,4 wk ahead,Bin,percent,2.7,2.8,0.024226296
US National,4 wk ahead,Bin,percent,2.8,2.9,0.021675711
US National,4 wk ahead,Bin,percent,2.9,3,0.019359679
US National,4 wk ahead,Bin,percent,3,3.1,0.01387384
US National,4 wk ahead,Bin,percent,3.1,3.2,0.006582604
US National,4 wk ahead,Bin,percent,3.2,3.3,0.010398889
US National,4 wk ahead,Bin,percent,3.3,3.4,0.002786577
US National,4 wk ahead,Bin,percent,3.4,3.5,0.004679199
US National,4 wk ahead,Bin,percent,3.5,3.6,0.004593609
US National,4 wk ahead,Bin,percent,3.6,3.7,0.004426266
US National,4 wk ahead,Bin,percent,3.7,3.8,0.008858899
US National,4 wk ahead,Bin,percent,3.8,3.9,0.003668736
US National,4 wk ahead,Bin,percent,3.9,4,0.000624495
US National,4 wk ahead,Bin,percent,4,4.1,0.003333114
US National,4 wk ahead,Bin,percent,4.1,4.2,0.000613887
US National,4 wk ahead,Bin,percent,4.2,4.3,0.005740218
US National,4 wk ahead,Bin,percent,4.3,4.4,0.003609652
US National,4 wk ahead,Bin,percent,4.4,4.5,0.007511263
US National,4 wk ahead,Bin,percent,4.5,4.6,0.006556612
US National,4 wk ahead,Bin,percent,4.6,4.7,0.000467913
US National,4 wk ahead,Bin,percent,4.7,4.8,0.011319984
US National,4 wk ahead,Bin,percent,4.8,4.9,0.000440858
US National,4 wk ahead,Bin,percent,4.9,5,0.007985971
US National,4 wk ahead,Bin,percent,5,5.1,0.005559623
US National,4 wk ahead,Bin,percent,5.1,5.2,0.00041166
US National,4 wk ahead,Bin,percent,5.2,5.3,0.001001647
US National,4 wk ahead,Bin,percent,5.3,5.4,0.00038923
US National,4 wk ahead,Bin,percent,5.4,5.5,0.000386631
US National,4 wk ahead,Bin,percent,5.5,5.6,0.000383622
US National,4 wk ahead,Bin,percent,5.6,5.7,0.000381226
US National,4 wk ahead,Bin,percent,5.7,5.8,0.0003807
US National,4 wk ahead,Bin,percent,5.8,5.9,0.000381683
US National,4 wk ahead,Bin,percent,5.9,6,0.000384342
US National,4 wk ahead,Bin,percent,6,6.1,0.00038578
US National,4 wk ahead,Bin,percent,6.1,6.2,0.000383543
US National,4 wk ahead,Bin,percent,6.2,6.3,0.000381234
US National,4 wk ahead,Bin,percent,6.3,6.4,0.000380553
US National,4 wk ahead,Bin,percent,6.4,6.5,0.000380462
US National,4 wk ahead,Bin,percent,6.5,6.6,0.000380455
US National,4 wk ahead,Bin,percent,6.6,6.7,0.000380453
US National,4 wk ahead,Bin,percent,6.7,6.8,0.000380471
US National,4 wk ahead,Bin,percent,6.8,6.9,0.000380466
US National,4 wk ahead,Bin,percent,6.9,7,0.000380458
US National,4 wk ahead,Bin,percent,7,7.1,0.000380456
US National,4 wk ahead,Bin,percent,7.1,7.2,0.000380455
US National,4 wk ahead,Bin,percent,7.2,7.3,0.000380481
US National,4 wk ahead,Bin,percent,7.3,7.4,0.00038046
US National,4 wk ahead,Bin,percent,7.4,7.5,0.000380454
US National,4 wk ahead,Bin,percent,7.5,7.6,0.00038045
US National,4 wk ahead,Bin,percent,7.6,7.7,0.000380455
US National,4 wk ahead,Bin,percent,7.7,7.8,0.000380478
US National,4 wk ahead,Bin,percent,7.8,7.9,0.000380461
US National,4 wk ahead,Bin,percent,7.9,8,0.000380457
US National,4 wk ahead,Bin,percent,8,8.1,0.000380454
US National,4 wk ahead,Bin,percent,8.1,8.2,0.00038047
US National,4 wk ahead,Bin,percent,8.2,8.3,0.000380468
US National,4 wk ahead,Bin,percent,8.3,8.4,0.000380456
US National,4 wk ahead,Bin,percent,8.4,8.5,0.000380454
US National,4 wk ahead,Bin,percent,8.5,8.6,0.000380454
US National,4 wk ahead,Bin,percent,8.6,8.7,0.00038048
US National,4 wk ahead,Bin,percent,8.7,8.8,0.000380461
US National,4 wk ahead,Bin,percent,8.8,8.9,0.000380455
US National,4 wk ahead,Bin,percent,8.9,9,0.00038045
US National,4 wk ahead,Bin,percent,9,9.1,0.000380458
US National,4 wk ahead,Bin,percent,9.1,9.2,0.000380475
US National,4 wk ahead,Bin,percent,9.2,9.3,0.000380461
US National,4 wk ahead,Bin,percent,9.3,9.4,0.000380457
US National,4 wk ahead,Bin,percent,9.4,9.5,0.000380455
US National,4 wk ahead,Bin,percent,9.5,9.6,0.000380471
US National,4 wk ahead,Bin,percent,9.6,9.7,0.000380469
US National,4 wk ahead,Bin,percent,9.7,9.8,0.000380456
US National,4 wk ahead,Bin,percent,9.8,9.9,0.000380451
US National,4 wk ahead,Bin,percent,9.9,10,0.00038045
US National,4 wk ahead,Bin,percent,10,10.1,0.000380479
US National,4 wk ahead,Bin,percent,10.1,10.2,0.000380462
US National,4 wk ahead,Bin,percent,10.2,10.3,0.000380458
US National,4 wk ahead,Bin,percent,10.3,10.4,0.000380454
US National,4 wk ahead,Bin,percent,10.4,10.5,0.000380459
US National,4 wk ahead,Bin,percent,10.5,10.6,0.000380476
US National,4 wk ahead,Bin,percent,10.6,10.7,0.000380457
US National,4 wk ahead,Bin,percent,10.7,10.8,0.000380456
US National,4 wk ahead,Bin,percent,10.8,10.9,0.000380455
US National,4 wk ahead,Bin,percent,10.9,11,0.00038047
US National,4 wk ahead,Bin,percent,11,11.1,0.00038047
US National,4 wk ahead,Bin,percent,11.1,11.2,0.000380456
US National,4 wk ahead,Bin,percent,11.2,11.3,0.000380452
US National,4 wk ahead,Bin,percent,11.3,11.4,0.000380447
US National,4 wk ahead,Bin,percent,11.4,11.5,0.000380476
US National,4 wk ahead,Bin,percent,11.5,11.6,0.000380466
US National,4 wk ahead,Bin,percent,11.6,11.7,0.000380458
US National,4 wk ahead,Bin,percent,11.7,11.8,0.000380455
US National,4 wk ahead,Bin,percent,11.8,11.9,0.000380459
US National,4 wk ahead,Bin,percent,11.9,12,0.000380477
US National,4 wk ahead,Bin,percent,12,12.1,0.000380458
US National,4 wk ahead,Bin,percent,12.1,12.2,0.000380453
US National,4 wk ahead,Bin,percent,12.2,12.3,0.000380453
US National,4 wk ahead,Bin,percent,12.3,12.4,0.000380467
US National,4 wk ahead,Bin,percent,12.4,12.5,0.000380471
US National,4 wk ahead,Bin,percent,12.5,12.6,0.000380455
US National,4 wk ahead,Bin,percent,12.6,12.7,0.000380438
US National,4 wk ahead,Bin,percent,12.7,12.8,0.000380389
US National,4 wk ahead,Bin,percent,12.8,12.9,0.00038025
US National,4 wk ahead,Bin,percent,12.9,13,0.000379789
US National,4 wk ahead,Bin,percent,13,100,0.000205908
HHS Region 1,Season onset,Point,week,NA,NA,48.86666667
HHS Region 1,Season onset,Bin,week,40,41,0.000339598
HHS Region 1,Season onset,Bin,week,41,42,0.000446392
HHS Region 1,Season onset,Bin,week,42,43,0.000721209
HHS Region 1,Season onset,Bin,week,43,44,0.026762466
HHS Region 1,Season onset,Bin,week,44,45,0.036147002
HHS Region 1,Season onset,Bin,week,45,46,0.049575312
HHS Region 1,Season onset,Bin,week,46,47,0.052626043
HHS Region 1,Season onset,Bin,week,47,48,0.083324237
HHS Region 1,Season onset,Bin,week,48,49,0.072093914
HHS Region 1,Season onset,Bin,week,49,50,0.09251648
HHS Region 1,Season onset,Bin,week,50,51,0.10247014
HHS Region 1,Season onset,Bin,week,51,52,0.111243912
HHS Region 1,Season onset,Bin,week,52,53,0.120038697
HHS Region 1,Season onset,Bin,week,1,2,5.27E-02
HHS Region 1,Season onset,Bin,week,2,3,2.46E-02
HHS Region 1,Season onset,Bin,week,3,4,0.034373527
HHS Region 1,Season onset,Bin,week,4,5,0.035267913
HHS Region 1,Season onset,Bin,week,5,6,0.028023957
HHS Region 1,Season onset,Bin,week,6,7,1.69E-02
HHS Region 1,Season onset,Bin,week,7,8,1.25E-02
HHS Region 1,Season onset,Bin,week,8,9,3.62E-03
HHS Region 1,Season onset,Bin,week,9,10,2.07E-03
HHS Region 1,Season onset,Bin,week,10,11,6.72E-04
HHS Region 1,Season onset,Bin,week,11,12,6.08E-04
HHS Region 1,Season onset,Bin,week,12,13,6.21E-04
HHS Region 1,Season onset,Bin,week,13,14,6.20E-04
HHS Region 1,Season onset,Bin,week,14,15,5.76E-04
HHS Region 1,Season onset,Bin,week,15,16,5.75E-04
HHS Region 1,Season onset,Bin,week,16,17,5.75E-04
HHS Region 1,Season onset,Bin,week,17,18,5.75E-04
HHS Region 1,Season onset,Bin,week,18,19,5.75E-04
HHS Region 1,Season onset,Bin,week,19,20,5.75E-04
HHS Region 1,Season onset,Bin,week,20,21,1.97E-03
HHS Region 1,Season onset,Bin,week,none,none,0.033701756
HHS Region 1,Season peak week,Point,week,NA,NA,26.1754574
HHS Region 1,Season peak week,Bin,week,40,41,0.000523872
HHS Region 1,Season peak week,Bin,week,41,42,0.007453136
HHS Region 1,Season peak week,Bin,week,42,43,0.011407982
HHS Region 1,Season peak week,Bin,week,43,44,0.006429623
HHS Region 1,Season peak week,Bin,week,44,45,0.008868104
HHS Region 1,Season peak week,Bin,week,45,46,0.006192889
HHS Region 1,Season peak week,Bin,week,46,47,0.008482026
HHS Region 1,Season peak week,Bin,week,47,48,0.012651924
HHS Region 1,Season peak week,Bin,week,48,49,0.013291503
HHS Region 1,Season peak week,Bin,week,49,50,0.012169689
HHS Region 1,Season peak week,Bin,week,50,51,0.015137569
HHS Region 1,Season peak week,Bin,week,51,52,0.0277018
HHS Region 1,Season peak week,Bin,week,52,53,0.138109175
HHS Region 1,Season peak week,Bin,week,1,2,0.036851911
HHS Region 1,Season peak week,Bin,week,2,3,0.023295629
HHS Region 1,Season peak week,Bin,week,3,4,0.039059937
HHS Region 1,Season peak week,Bin,week,4,5,0.064618914
HHS Region 1,Season peak week,Bin,week,5,6,0.097349691
HHS Region 1,Season peak week,Bin,week,6,7,0.115631741
HHS Region 1,Season peak week,Bin,week,7,8,0.115600303
HHS Region 1,Season peak week,Bin,week,8,9,0.077620182
HHS Region 1,Season peak week,Bin,week,9,10,0.025713278
HHS Region 1,Season peak week,Bin,week,10,11,0.035991119
HHS Region 1,Season peak week,Bin,week,11,12,0.027814521
HHS Region 1,Season peak week,Bin,week,12,13,0.012026055
HHS Region 1,Season peak week,Bin,week,13,14,0.013251422
HHS Region 1,Season peak week,Bin,week,14,15,0.008696225
HHS Region 1,Season peak week,Bin,week,15,16,0.006325069
HHS Region 1,Season peak week,Bin,week,16,17,0.006660395
HHS Region 1,Season peak week,Bin,week,17,18,0.002571006
HHS Region 1,Season peak week,Bin,week,18,19,0.005513323
HHS Region 1,Season peak week,Bin,week,19,20,0.001897955
HHS Region 1,Season peak week,Bin,week,20,21,0.015092034
HHS Region 1,Season peak percentage,Point,percent,NA,NA,7.883055
HHS Region 1,Season peak percentage,Bin,percent,0,0.1,5.11E-04
